1,0,0,1,1,Component,BestFit Component,"Components ",RegisterMenuItemBasic,This Tables describe BestFit Infrastructure component,1
2,0,0,1,1,TableField,BestFit TableField,Table Fields,RegisterMenuItemStructures,It holds metadata for BestFit Infrastructure Field,1
3,0,0,1,1,DataType,Data Type,Data Types,RegisterMenuItemSystem,holds the type of data a bestfit table holds,2
4,0,0,1,1,FilterType,Filter Type,Filter Types,RegisterMenuItemSystem,holds the type of filter that is applied to query a field,2
5,0,0,1,1,FormControlType,Form Control Type,Form Control Types,RegisterMenuItemSystem,holds the type of filter that is applied to query a field,2
6,0,0,1,1,ComponentType,Component Type,Component Types,RegisterMenuItemSystem,Best Fit component is a functional Data Table or Report,2
7,0,0,1,1,BackendDataType,Backend Data Type,Backend Data Types,RegisterMenuItemSystem,C# Data Types used in System,2
